Protein systematic name	Common name	Description	Average 1	Average 2	Average 3	Average 4	Average 5	Standard deviation 1	Standard deviation 2	Standard deviation 3	Standard deviation 4	Standard deviation 5	Slope	Intercept	r value	p value	std err	Ave uniqiue peptides	Ave MS/MS count	Time point filtered
YDR012W	RPL4B	SGDID:S000002419, Chr IV from 471853-472941, Genome Release 64-2-1, Verified ORF, "Ribosomal 60S subunit protein L4B; homologous to mammalian ribosomal protein L4 and bacterial L4; RPL4B has a paralog, RPL4A, that arose from the whole genome duplication"	-0.37266	-0.77244	-1.23317	-1.53928	-1.78736	0.0	0.0	0.0	0.02062	0.0	-0.35962	-0.06211	0.99319	0.00067	0.02435	1.2	3.0	
YEL054C	RPL12A	SGDID:S000000780, Chr V from 53218-52721, Genome Release 64-2-1, reverse complement, Verified ORF, "Ribosomal 60S subunit protein L12A; rpl12a rpl12b double mutant exhibits slow growth and slow translation; homologous to mammalian ribosomal protein L12 and bacterial L11; RPL12A has a paralog, RPL12B, that arose from the whole genome duplication"	-0.55922	-0.81955	-1.20208	-1.47486	-1.59532	0.07705	0.02281	0.01731	0.00753	0.01279	-0.27275	-0.31195	0.98754	0.00167	0.02509	2.2	3.0	
YGL031C	RPL24A	SGDID:S000002999, Chr VII from 437934-437467, Genome Release 64-2-1, reverse complement, Verified ORF, "Ribosomal 60S subunit protein L24A; not essential for translation but may be required for normal translation rate; homologous to mammalian ribosomal protein L24, no bacterial homolog; RPL24A has a paralog, RPL24B, that arose from the whole genome duplication"	-0.40323	-0.81092	-1.21563	-1.49914	-1.70407	0.02783	0.016	0.0173	0.07031	0.06719	-0.32899	-0.13963	0.99055	0.0011	0.0263	3.8	8.2	
YOR373W	NUD1	SGDID:S000005900, Chr XV from 1036834-1039389, Genome Release 64-2-1, Verified ORF, "Component of the spindle pole body outer plaque; acts through the mitotic exit network to specify asymmetric spindle pole body inheritance"	-0.32858	-0.97795	-1.49907	nan	nan	0.0	0.0	0.0	nan	nan	-0.58524	0.23529	0.99801	0.04022	0.03702	0.6	0.6	
YJR121W	ATP2	SGDID:S000003882, Chr X from 647607-649142, Genome Release 64-2-1, Verified ORF, "Beta subunit of the F1 sector of mitochondrial F1F0 ATP synthase; which is a large, evolutionarily conserved enzyme complex required for ATP synthesis; F1 translationally regulates ATP6 and ATP8 expression to achieve a balanced output of ATP synthase genes encoded in nucleus and mitochondria; phosphorylated"	-0.40073	-0.72541	-1.00799	-1.58829	-1.77686	0.07097	0.06884	0.07733	0.0711	0.01773	-0.36151	-0.01531	0.98968	0.00126	0.03022	3.0	3.6	
YDR261C-D	YDR261C-D	SGDID:S000007395, Chr IV from 991043-987534,992349-991045, Genome Release 64-2-1, reverse complement, transposable_element_gene, "Retrotransposon TYA Gag and TYB Pol genes; in YDRCTY1-3 TYB is mutant and probably non-functional"	-0.34017	-0.517	-1.13916	-1.52058	-1.33819	0.13707	0.02521	0.53285	0.0	0.0	-0.29996	-0.07113	0.91735	0.02817	0.07515	1.8	2.2	
YPL131W	RPL5	SGDID:S000006052, Chr XVI from 303121-304014, Genome Release 64-2-1, Verified ORF, "Ribosomal 60S subunit protein L5; homologous to mammalian ribosomal protein L5 and bacterial L18; binds 5S rRNA and is required for 60S subunit assembly"	-0.42925	-0.8421	-1.27176	-1.45329	-1.79342	0.0	0.0	0.0	0.0	0.05312	-0.33395	-0.1561	0.99136	0.00096	0.02551	1.2	1.8	
YPR102C	RPL11A	SGDID:S000006306, Chr XVI from 731748-731224, Genome Release 64-2-1, reverse complement, Verified ORF, "Ribosomal 60S subunit protein L11A; expressed at twice the level of Rpl11Bp; involved in ribosomal assembly; depletion causes degradation of 60S proteins and RNA; homologous to mammalian ribosomal protein L11 and bacterial L5; RPL11A has a paralog, RPL11B, that arose from the whole genome duplication"	-0.84386	-1.09451	-1.20687	-1.37945	-1.90496	0.60482	0.81215	0.0	0.60838	0.49466	-0.24071	-0.56379	0.95883	0.00997	0.04116	2.2	5.4	
YLR293C	GSP1	SGDID:S000004284, Chr XII from 721430-720771, Genome Release 64-2-1, reverse complement, Verified ORF, "Ran GTPase; GTP binding protein (mammalian Ranp homolog) involved in the maintenance of nuclear organization, RNA processing and transport; regulated by Srm1p, Rna1p, Yrb1p, Yrb2p, Yrp4p, Yrb30p, Cse1p and Kap95p; GSP1 has a paralog, GSP2, that arose from the whole genome duplication"	-0.40629	-0.72297	-1.05848	-1.47227	-1.58298	0.0219	0.01634	0.0	0.02767	0.07965	-0.31027	-0.11779	0.98922	0.00134	0.02651	2.6	3.4	
YEL026W	SNU13	SGDID:S000000752, Chr V from 101943-102323, Genome Release 64-2-1, Verified ORF, "RNA binding protein; part of U3 snoRNP involved in rRNA processing, part of U4/U6-U5 tri-snRNP involved in mRNA splicing, similar to human 15.5K protein"	-0.49051	-0.92582	nan	-1.35388	-1.56993	0.0	0.0	nan	0.0	0.0	-0.36663	-0.16845	0.98966	0.01034	0.03757	0.8	1.0	
YLR150W	STM1	SGDID:S000004140, Chr XII from 440467-441288, Genome Release 64-2-1, Verified ORF, "Protein required for optimal translation under nutrient stress; perturbs association of Yef3p with ribosomes; involved in TOR signaling; binds G4 quadruplex and purine motif triplex nucleic acid; helps maintain telomere structure; protein abundance increases in response to DNA replication stress; serves as a ribosome preservation factor both during quiescence and recovery"	-0.47641	-0.85836	-1.3062	-1.69679	-2.04762	0.0	0.02371	0.03304	0.00038	0.0	-0.39808	-0.08282	0.99924	3e-05	0.00898	1.8	3.6	
YBR017C	KAP104	SGDID:S000000221, Chr II from 273703-270947, Genome Release 64-2-1, reverse complement, Verified ORF, "Transportin or cytosolic karyopherin beta 2; functions in the rg-nuclear localization signal-mediated nuclear import/reimport of mRNA-binding proteins Nab2p and Hrp1p; regulates asymmetric protein synthesis in daughter cells during mitosis"	-0.32611	-0.72008	-1.13534	-1.62622	-1.70786	0.0	0.07366	0.04553	0.0	0.0	-0.36696	-0.00223	0.98397	0.00243	0.03839	1.4	1.4	
YMR205C	PFK2	SGDID:S000004818, Chr XIII from 674766-671887, Genome Release 64-2-1, reverse complement, Verified ORF, "Beta subunit of heterooctameric phosphofructokinase; involved in glycolysis; indispensable for anaerobic growth; activated by fructose-2,6-bisphosphate and AMP; mutation inhibits glucose induction of cell cycle-related genes"	-0.22394	-0.82456	-1.25266	-1.84992	-1.98338	0.05094	0.02051	0.00892	0.01097	0.0	-0.45442	0.13638	0.98488	0.00223	0.04614	1.8	3.8	
YKL056C	TMA19	SGDID:S000001539, Chr XI from 334915-334412, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein that associates with ribosomes; homolog of translationally controlled tumor protein; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and relocates to the mitochondrial outer surface upon oxidative stress"	-0.37023	-0.70356	-1.03051	-1.10877	-1.6177	0.0	0.03557	0.02689	0.57195	0.13204	-0.29002	-0.09611	0.98151	0.00301	0.03265	2.6	3.4	
YOR293W	RPS10A	SGDID:S000005819, Chr XV from 867098-867149,867587-867852, Genome Release 64-2-1, Verified ORF, "Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S10, no bacterial homolog; RPS10A has a paralog, RPS10B, that arose from the whole genome duplication"	-0.39829	-0.77854	-1.1869	-1.43973	-1.64661	0.01011	0.0	0.04173	0.0	0.0	-0.31578	-0.14267	0.99022	0.00116	0.02569	1.4	2.4	
YNL031C	HHT2	SGDID:S000004976, Chr XIV from 576050-575640, Genome Release 64-2-1, reverse complement, Verified ORF, "Histone H3; core histone protein required for chromatin assembly, part of heterochromatin-mediated telomeric and HM silencing; one of two identical histone H3 proteins (see HHT1); regulated by acetylation, methylation, and phosphorylation; H3K14 acetylation plays an important role in the unfolding of strongly positioned nucleosomes during repair of UV damage"	-0.47622	-0.83284	-1.28695	-1.55536	-1.93893	0.0	0.0	0.0	0.0	0.0	-0.36479	-0.12368	0.9977	0.00013	0.01431	1.0	1.0	
YGL189C	RPS26A	SGDID:S000003157, Chr VII from 148588-148229, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S26, no bacterial homolog; RPS26A has a paralog, RPS26B, that arose from the whole genome duplication"	-0.41065	-0.7914	-1.15584	-1.43258	-1.56564	0.0	0.0	0.0	0.0	0.0	-0.29512	-0.18587	0.98545	0.0021	0.02939	1.0	3.2	
YOR369C	RPS12	SGDID:S000005896, Chr XV from 1028625-1028194, Genome Release 64-2-1, reverse complement, Verified ORF, "Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S12, no bacterial homolog"	-0.3991	-0.82133	-1.17053	-1.50184	-1.60431	0.04655	0.10036	0.05463	0.05153	0.05371	-0.30909	-0.17214	0.98251	0.00277	0.03382	2.8	3.6	
YGR282C	BGL2	SGDID:S000003514, Chr VII from 1058724-1057783, Genome Release 64-2-1, reverse complement, Verified ORF, "Endo-beta-1,3-glucanase; major protein of the cell wall, involved in cell wall maintenance; involved in incorporation of newly synthesized mannoprotein molecules into the cell wall"	-0.52758	-0.74854	nan	-1.59366	-1.25867	0.0	0.02066	nan	0.14601	0.0	-0.24532	-0.27252	0.99941	0.02189	0.00844	1.2	1.4	Yes
YKR057W	RPS21A	SGDID:S000001765, Chr XI from 551657-551680,552003-552242, Genome Release 64-2-1, Verified ORF, "Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S21, no bacterial homolog; RPS21A has a paralog, RPS21B, that arose from the whole genome duplication"	-0.37347	-0.72069	-1.1246	-1.29784	-1.48737	0.0172	0.0	0.12958	0.07298	0.19237	-0.2805	-0.15931	0.98415	0.00239	0.02918	2.2	2.8	
YBL092W	RPL32	SGDID:S000000188, Chr II from 45978-46370, Genome Release 64-2-1, Verified ORF, "Ribosomal 60S subunit protein L32; overexpression disrupts telomeric silencing; homologous to mammalian ribosomal protein L32, no bacterial homolog"	-0.41314	-0.81732	-0.92514	-1.47963	-1.32088	0.0	0.34925	0.3104	0.08706	0.45364	-0.24778	-0.24788	0.92599	0.0239	0.05833	3.2	6.0	
YIL142W	CCT2	SGDID:S000001404, Chr IX from 83302-84885, Genome Release 64-2-1, Verified ORF, "Subunit beta of the cytosolic chaperonin Cct ring complex; related to Tcp1p, required for the assembly of actin and tubulins in vivo"	-0.37329	-0.81185	-1.1463	nan	-1.59541	0.0	0.0	0.04045	nan	0.0	-0.40008	0.01849	0.99849	0.00151	0.01556	1.0	1.2	
YJR009C	TDH2	SGDID:S000003769, Chr X from 454681-453683, Genome Release 64-2-1, reverse complement, Verified ORF, "Glyceraldehyde-3-phosphate dehydrogenase (GAPDH), isozyme 2; involved in glycolysis and gluconeogenesis; tetramer that catalyzes reaction of glyceraldehyde-3-phosphate to 1,3 bis-phosphoglycerate; detected in cytoplasm and cell wall; protein abundance increases in response to DNA replication stress; GAPDH-derived antimicrobial peptides are active against a wide variety of wine-related yeasts and bateria; TDH2 has a paralog, TDH3, that arose from the whole genome duplication"	-0.31391	-0.66236	-1.16384	-1.67334	-1.72273	0.01389	0.07959	0.0	0.12923	0.23994	-0.38286	0.04135	0.97887	0.00367	0.04617	2.6	5.2	
