Protein systematic name	Common name	Description	Time points	Ave unique peptide	Ave MS/MS count
YFR004W	RPN11	SGDID:S000001900, Chr VI from 153393-154313, Genome Release 64-2-1, Verified ORF, "Metalloprotease subunit of 19S regulatory particle; part of 26S proteasome lid; couples the deubiquitination and degradation of proteasome substrates; involved, independent of catalytic activity, in fission of mitochondria and peroxisomes; protein abundance increases in response to DNA replication stress"	1	0.4	0.4
YFR004W	RPN11	SGDID:S000001900, Chr VI from 153393-154313, Genome Release 64-2-1, Verified ORF, "Metalloprotease subunit of 19S regulatory particle; part of 26S proteasome lid; couples the deubiquitination and degradation of proteasome substrates; involved, independent of catalytic activity, in fission of mitochondria and peroxisomes; protein abundance increases in response to DNA replication stress"	1	0.4	0.4
YFR004W	RPN11	SGDID:S000001900, Chr VI from 153393-154313, Genome Release 64-2-1, Verified ORF, "Metalloprotease subunit of 19S regulatory particle; part of 26S proteasome lid; couples the deubiquitination and degradation of proteasome substrates; involved, independent of catalytic activity, in fission of mitochondria and peroxisomes; protein abundance increases in response to DNA replication stress"	1	0.4	0.4
YKL145W	RPT1	SGDID:S000001628, Chr XI from 174213-175616, Genome Release 64-2-1, Verified ORF, "ATPase of the 19S regulatory particle of the 26S proteasome; one of six ATPases of the regulatory particle; involved in the degradation of ubiquitinated substrates; required for optimal CDC20 transcription; interacts with Rpn12p and Ubr1p; mutant has aneuploidy tolerance"	1	0.2	0.2
YKL145W	RPT1	SGDID:S000001628, Chr XI from 174213-175616, Genome Release 64-2-1, Verified ORF, "ATPase of the 19S regulatory particle of the 26S proteasome; one of six ATPases of the regulatory particle; involved in the degradation of ubiquitinated substrates; required for optimal CDC20 transcription; interacts with Rpn12p and Ubr1p; mutant has aneuploidy tolerance"	1	0.2	0.2
YKL145W	RPT1	SGDID:S000001628, Chr XI from 174213-175616, Genome Release 64-2-1, Verified ORF, "ATPase of the 19S regulatory particle of the 26S proteasome; one of six ATPases of the regulatory particle; involved in the degradation of ubiquitinated substrates; required for optimal CDC20 transcription; interacts with Rpn12p and Ubr1p; mutant has aneuploidy tolerance"	1	0.2	0.2
YDR381W	YRA1	SGDID:S000002789, Chr IV from 1236558-1236842,1237609-1238004, Genome Release 64-2-1, Verified ORF, "Nuclear polyadenylated RNA-binding protein; required for export of poly(A)+ mRNA from the nucleus; proposed to couple mRNA export with 3' end processing via its interactions with Mex67p and Pcf11p; interacts with DBP2; inhibits the helicase activity of Dbp2; functionally redundant with Yra2p, another REF family member"	2	0.4	0.4
YDR381W	YRA1	SGDID:S000002789, Chr IV from 1236558-1236842,1237609-1238004, Genome Release 64-2-1, Verified ORF, "Nuclear polyadenylated RNA-binding protein; required for export of poly(A)+ mRNA from the nucleus; proposed to couple mRNA export with 3' end processing via its interactions with Mex67p and Pcf11p; interacts with DBP2; inhibits the helicase activity of Dbp2; functionally redundant with Yra2p, another REF family member"	2	0.4	0.4
YDR381W	YRA1	SGDID:S000002789, Chr IV from 1236558-1236842,1237609-1238004, Genome Release 64-2-1, Verified ORF, "Nuclear polyadenylated RNA-binding protein; required for export of poly(A)+ mRNA from the nucleus; proposed to couple mRNA export with 3' end processing via its interactions with Mex67p and Pcf11p; interacts with DBP2; inhibits the helicase activity of Dbp2; functionally redundant with Yra2p, another REF family member"	2	0.4	0.4
YGR204W	ADE3	SGDID:S000003436, Chr VII from 905934-908774, Genome Release 64-2-1, Verified ORF, "Cytoplasmic trifunctional enzyme C1-tetrahydrofolate synthase; involved in single carbon metabolism and required for biosynthesis of purines, thymidylate, methionine, and histidine; null mutation causes auxotrophy for adenine and histidine"	1	0.2	0.2
YGR204W	ADE3	SGDID:S000003436, Chr VII from 905934-908774, Genome Release 64-2-1, Verified ORF, "Cytoplasmic trifunctional enzyme C1-tetrahydrofolate synthase; involved in single carbon metabolism and required for biosynthesis of purines, thymidylate, methionine, and histidine; null mutation causes auxotrophy for adenine and histidine"	1	0.2	0.2
YGR204W	ADE3	SGDID:S000003436, Chr VII from 905934-908774, Genome Release 64-2-1, Verified ORF, "Cytoplasmic trifunctional enzyme C1-tetrahydrofolate synthase; involved in single carbon metabolism and required for biosynthesis of purines, thymidylate, methionine, and histidine; null mutation causes auxotrophy for adenine and histidine"	1	0.2	0.2
YIL002W-A	YIL002W-A	SGDID:S000028835, Chr IX from 350301-350510, Genome Release 64-2-1, Uncharacterized ORF, "Putative protein of unknown function; identified by expression profiling and mass spectrometry"	2	0.4	0.4
YIL002W-A	YIL002W-A	SGDID:S000028835, Chr IX from 350301-350510, Genome Release 64-2-1, Uncharacterized ORF, "Putative protein of unknown function; identified by expression profiling and mass spectrometry"	2	0.4	0.4
YIL002W-A	YIL002W-A	SGDID:S000028835, Chr IX from 350301-350510, Genome Release 64-2-1, Uncharacterized ORF, "Putative protein of unknown function; identified by expression profiling and mass spectrometry"	2	0.4	0.4
YPL028W	ERG10	SGDID:S000005949, Chr XVI from 498096-499292, Genome Release 64-2-1, Verified ORF, "Acetyl-CoA C-acetyltransferase (acetoacetyl-CoA thiolase); cytosolic enzyme that transfers an acetyl group from one acetyl-CoA molecule to another, forming acetoacetyl-CoA; involved in the first step in mevalonate biosynthesis"	2	0.4	0.4
YPL028W	ERG10	SGDID:S000005949, Chr XVI from 498096-499292, Genome Release 64-2-1, Verified ORF, "Acetyl-CoA C-acetyltransferase (acetoacetyl-CoA thiolase); cytosolic enzyme that transfers an acetyl group from one acetyl-CoA molecule to another, forming acetoacetyl-CoA; involved in the first step in mevalonate biosynthesis"	2	0.4	0.4
YPL028W	ERG10	SGDID:S000005949, Chr XVI from 498096-499292, Genome Release 64-2-1, Verified ORF, "Acetyl-CoA C-acetyltransferase (acetoacetyl-CoA thiolase); cytosolic enzyme that transfers an acetyl group from one acetyl-CoA molecule to another, forming acetoacetyl-CoA; involved in the first step in mevalonate biosynthesis"	2	0.4	0.4
YDL145C	COP1	SGDID:S000002304, Chr IV from 198176-194571, Genome Release 64-2-1, reverse complement, Verified ORF, "Alpha subunit of COPI vesicle coatomer complex; complex surrounds transport vesicles in the early secretory pathway"	2	0.4	0.4
YDL145C	COP1	SGDID:S000002304, Chr IV from 198176-194571, Genome Release 64-2-1, reverse complement, Verified ORF, "Alpha subunit of COPI vesicle coatomer complex; complex surrounds transport vesicles in the early secretory pathway"	2	0.4	0.4
YDL145C	COP1	SGDID:S000002304, Chr IV from 198176-194571, Genome Release 64-2-1, reverse complement, Verified ORF, "Alpha subunit of COPI vesicle coatomer complex; complex surrounds transport vesicles in the early secretory pathway"	2	0.4	0.4
YJR022W	LSM8	SGDID:S000003783, Chr X from 469784-470113, Genome Release 64-2-1, Verified ORF, "Lsm (Like Sm) protein; forms heteroheptameric complex (with Lsm2p, Lsm3p, Lsm4p, Lsm5p, Lsm6p, and Lsm7p) that is part of spliceosomal U6 snRNP and is also implicated in processing of pre-tRNA, pre-snoRNA, and pre-rRNA"	1	0.2	0.2
YJR022W	LSM8	SGDID:S000003783, Chr X from 469784-470113, Genome Release 64-2-1, Verified ORF, "Lsm (Like Sm) protein; forms heteroheptameric complex (with Lsm2p, Lsm3p, Lsm4p, Lsm5p, Lsm6p, and Lsm7p) that is part of spliceosomal U6 snRNP and is also implicated in processing of pre-tRNA, pre-snoRNA, and pre-rRNA"	1	0.2	0.2
YJR022W	LSM8	SGDID:S000003783, Chr X from 469784-470113, Genome Release 64-2-1, Verified ORF, "Lsm (Like Sm) protein; forms heteroheptameric complex (with Lsm2p, Lsm3p, Lsm4p, Lsm5p, Lsm6p, and Lsm7p) that is part of spliceosomal U6 snRNP and is also implicated in processing of pre-tRNA, pre-snoRNA, and pre-rRNA"	1	0.2	0.2
YFR053C	HXK1	SGDID:S000001949, Chr VI from 255049-253592, Genome Release 64-2-1, reverse complement, Verified ORF, "Hexokinase isoenzyme 1; a cytosolic protein that catalyzes phosphorylation of glucose during glucose metabolism; expression is highest during growth on non-glucose carbon sources; glucose-induced repression involves hexokinase Hxk2p; HXK1 has a paralog, HXK2, that arose from the whole genome duplication"	1	0.2	0.2
YFR053C	HXK1	SGDID:S000001949, Chr VI from 255049-253592, Genome Release 64-2-1, reverse complement, Verified ORF, "Hexokinase isoenzyme 1; a cytosolic protein that catalyzes phosphorylation of glucose during glucose metabolism; expression is highest during growth on non-glucose carbon sources; glucose-induced repression involves hexokinase Hxk2p; HXK1 has a paralog, HXK2, that arose from the whole genome duplication"	1	0.2	0.2
YFR053C	HXK1	SGDID:S000001949, Chr VI from 255049-253592, Genome Release 64-2-1, reverse complement, Verified ORF, "Hexokinase isoenzyme 1; a cytosolic protein that catalyzes phosphorylation of glucose during glucose metabolism; expression is highest during growth on non-glucose carbon sources; glucose-induced repression involves hexokinase Hxk2p; HXK1 has a paralog, HXK2, that arose from the whole genome duplication"	1	0.2	0.2
YLR216C	CPR6	SGDID:S000004206, Chr XII from 573211-572096, Genome Release 64-2-1, reverse complement, Verified ORF, "Peptidyl-prolyl cis-trans isomerase (cyclophilin); catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues; plays a role in determining prion variants; binds to Hsp82p and contributes to chaperone activity; protein abundance increases in response to DNA replication stress"	2	0.4	0.4
YLR216C	CPR6	SGDID:S000004206, Chr XII from 573211-572096, Genome Release 64-2-1, reverse complement, Verified ORF, "Peptidyl-prolyl cis-trans isomerase (cyclophilin); catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues; plays a role in determining prion variants; binds to Hsp82p and contributes to chaperone activity; protein abundance increases in response to DNA replication stress"	2	0.4	0.4
YLR216C	CPR6	SGDID:S000004206, Chr XII from 573211-572096, Genome Release 64-2-1, reverse complement, Verified ORF, "Peptidyl-prolyl cis-trans isomerase (cyclophilin); catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues; plays a role in determining prion variants; binds to Hsp82p and contributes to chaperone activity; protein abundance increases in response to DNA replication stress"	2	0.4	0.4
YPL235W	RVB2	SGDID:S000006156, Chr XVI from 103232-104647, Genome Release 64-2-1, Verified ORF, "ATP-dependent DNA helicase, also known as reptin; member of the AAA+ and RuvB protein families, similar to Rvb1p; conserved component of multiple complexes including the INO80 complex, the Swr1 complex, and the R2TP complex (Rvb1-Rvb2-Tah1-Pih1); involved in multiple processes such as chromatin remodeling, box C/D snoRNP assembly, and RNA polymerase II assembly"	1	0.2	0.2
YPL235W	RVB2	SGDID:S000006156, Chr XVI from 103232-104647, Genome Release 64-2-1, Verified ORF, "ATP-dependent DNA helicase, also known as reptin; member of the AAA+ and RuvB protein families, similar to Rvb1p; conserved component of multiple complexes including the INO80 complex, the Swr1 complex, and the R2TP complex (Rvb1-Rvb2-Tah1-Pih1); involved in multiple processes such as chromatin remodeling, box C/D snoRNP assembly, and RNA polymerase II assembly"	1	0.2	0.2
YPL235W	RVB2	SGDID:S000006156, Chr XVI from 103232-104647, Genome Release 64-2-1, Verified ORF, "ATP-dependent DNA helicase, also known as reptin; member of the AAA+ and RuvB protein families, similar to Rvb1p; conserved component of multiple complexes including the INO80 complex, the Swr1 complex, and the R2TP complex (Rvb1-Rvb2-Tah1-Pih1); involved in multiple processes such as chromatin remodeling, box C/D snoRNP assembly, and RNA polymerase II assembly"	1	0.2	0.2
YOR343W-A	YOR343W-A	SGDID:S000007355, Chr XV from 970578-971894, Genome Release 64-2-1, transposable_element_gene, "Retrotransposon TYA Gag gene co-transcribed with TYB Pol; translated as TYA or TYA-TYB polyprotein; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag"	1	0.2	0.2
YOR343W-A	YOR343W-A	SGDID:S000007355, Chr XV from 970578-971894, Genome Release 64-2-1, transposable_element_gene, "Retrotransposon TYA Gag gene co-transcribed with TYB Pol; translated as TYA or TYA-TYB polyprotein; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag"	1	0.2	0.2
YOR343W-A	YOR343W-A	SGDID:S000007355, Chr XV from 970578-971894, Genome Release 64-2-1, transposable_element_gene, "Retrotransposon TYA Gag gene co-transcribed with TYB Pol; translated as TYA or TYA-TYB polyprotein; Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs); similar to retroviral Gag"	1	0.2	0.2
YGL062W	PYC1	SGDID:S000003030, Chr VII from 385196-388732, Genome Release 64-2-1, Verified ORF, "Pyruvate carboxylase isoform; cytoplasmic enzyme that converts pyruvate to oxaloacetate; differentially regulated than isoform Pyc2p; mutations in the human homolog are associated with lactic acidosis; PYC1 has a paralog, PYC2, that arose from the whole genome duplication"	1	0.2	0.2
YGL062W	PYC1	SGDID:S000003030, Chr VII from 385196-388732, Genome Release 64-2-1, Verified ORF, "Pyruvate carboxylase isoform; cytoplasmic enzyme that converts pyruvate to oxaloacetate; differentially regulated than isoform Pyc2p; mutations in the human homolog are associated with lactic acidosis; PYC1 has a paralog, PYC2, that arose from the whole genome duplication"	1	0.2	0.2
YGL062W	PYC1	SGDID:S000003030, Chr VII from 385196-388732, Genome Release 64-2-1, Verified ORF, "Pyruvate carboxylase isoform; cytoplasmic enzyme that converts pyruvate to oxaloacetate; differentially regulated than isoform Pyc2p; mutations in the human homolog are associated with lactic acidosis; PYC1 has a paralog, PYC2, that arose from the whole genome duplication"	1	0.2	0.2
YPL243W	SRP68	SGDID:S000006164, Chr XVI from 88517-90316, Genome Release 64-2-1, Verified ORF, "Core component of the signal recognition particle (SRP) complex; SRP complex functions in targeting nascent secretory proteins to the endoplasmic reticulum (ER) membrane; relocalizes from cytoplasm to the nuclear periphery upon DNA replication stress"	1	0.2	0.2
YPL243W	SRP68	SGDID:S000006164, Chr XVI from 88517-90316, Genome Release 64-2-1, Verified ORF, "Core component of the signal recognition particle (SRP) complex; SRP complex functions in targeting nascent secretory proteins to the endoplasmic reticulum (ER) membrane; relocalizes from cytoplasm to the nuclear periphery upon DNA replication stress"	1	0.2	0.2
YPL243W	SRP68	SGDID:S000006164, Chr XVI from 88517-90316, Genome Release 64-2-1, Verified ORF, "Core component of the signal recognition particle (SRP) complex; SRP complex functions in targeting nascent secretory proteins to the endoplasmic reticulum (ER) membrane; relocalizes from cytoplasm to the nuclear periphery upon DNA replication stress"	1	0.2	0.2
YDR258C	HSP78	SGDID:S000002666, Chr IV from 974243-971808, Genome Release 64-2-1, reverse complement, Verified ORF, "Oligomeric mitochondrial matrix chaperone; cooperates with Ssc1p in mitochondrial thermotolerance after heat shock; able to prevent the aggregation of misfolded proteins as well as resolubilize protein aggregates"	1	0.2	0.4
YDR258C	HSP78	SGDID:S000002666, Chr IV from 974243-971808, Genome Release 64-2-1, reverse complement, Verified ORF, "Oligomeric mitochondrial matrix chaperone; cooperates with Ssc1p in mitochondrial thermotolerance after heat shock; able to prevent the aggregation of misfolded proteins as well as resolubilize protein aggregates"	1	0.2	0.4
YDR258C	HSP78	SGDID:S000002666, Chr IV from 974243-971808, Genome Release 64-2-1, reverse complement, Verified ORF, "Oligomeric mitochondrial matrix chaperone; cooperates with Ssc1p in mitochondrial thermotolerance after heat shock; able to prevent the aggregation of misfolded proteins as well as resolubilize protein aggregates"	1	0.2	0.4
YPL126W	NAN1	SGDID:S000006047, Chr XVI from 310210-312900, Genome Release 64-2-1, Verified ORF, "U3 snoRNP protein; component of the small (ribosomal) subunit (SSU) processosome containing U3 snoRNA; required for the biogenesis of18S rRNA"	2	0.4	0.4
YPL126W	NAN1	SGDID:S000006047, Chr XVI from 310210-312900, Genome Release 64-2-1, Verified ORF, "U3 snoRNP protein; component of the small (ribosomal) subunit (SSU) processosome containing U3 snoRNA; required for the biogenesis of18S rRNA"	2	0.4	0.4
YPL126W	NAN1	SGDID:S000006047, Chr XVI from 310210-312900, Genome Release 64-2-1, Verified ORF, "U3 snoRNP protein; component of the small (ribosomal) subunit (SSU) processosome containing U3 snoRNA; required for the biogenesis of18S rRNA"	2	0.4	0.4
YPR069C	SPE3	SGDID:S000006273, Chr XVI from 685437-684556, Genome Release 64-2-1, reverse complement, Verified ORF, "Spermidine synthase; involved in biosynthesis of spermidine and also in biosynthesis of pantothenic acid; spermidine is required for growth of wild-type cells"	1	0.4	0.4
YPR069C	SPE3	SGDID:S000006273, Chr XVI from 685437-684556, Genome Release 64-2-1, reverse complement, Verified ORF, "Spermidine synthase; involved in biosynthesis of spermidine and also in biosynthesis of pantothenic acid; spermidine is required for growth of wild-type cells"	1	0.4	0.4
YPR069C	SPE3	SGDID:S000006273, Chr XVI from 685437-684556, Genome Release 64-2-1, reverse complement, Verified ORF, "Spermidine synthase; involved in biosynthesis of spermidine and also in biosynthesis of pantothenic acid; spermidine is required for growth of wild-type cells"	1	0.4	0.4
YML126C	ERG13	SGDID:S000004595, Chr XIII from 20535-19060, Genome Release 64-2-1, reverse complement, Verified ORF, "3-hydroxy-3-methylglutaryl-CoA (HMG-CoA) synthase; catalyzes the formation of HMG-CoA from acetyl-CoA and acetoacetyl-CoA; involved in the second step in mevalonate biosynthesis"	1	0.4	0.4
YML126C	ERG13	SGDID:S000004595, Chr XIII from 20535-19060, Genome Release 64-2-1, reverse complement, Verified ORF, "3-hydroxy-3-methylglutaryl-CoA (HMG-CoA) synthase; catalyzes the formation of HMG-CoA from acetyl-CoA and acetoacetyl-CoA; involved in the second step in mevalonate biosynthesis"	1	0.4	0.4
YML126C	ERG13	SGDID:S000004595, Chr XIII from 20535-19060, Genome Release 64-2-1, reverse complement, Verified ORF, "3-hydroxy-3-methylglutaryl-CoA (HMG-CoA) synthase; catalyzes the formation of HMG-CoA from acetyl-CoA and acetoacetyl-CoA; involved in the second step in mevalonate biosynthesis"	1	0.4	0.4
YAL035W	FUN12	SGDID:S000000033, Chr I from 76427-79435, Genome Release 64-2-1, Verified ORF, "Translation initiation factor eIF5B; GTPase that promotes Met-tRNAiMet binding to ribosomes and ribosomal subunit joining; promotes GTP-dependent maturation of 18S rRNA by Nob1p; protein abundance increases in response to DNA replication stress; homolog of bacterial IF2"	2	0.4	0.4
YAL035W	FUN12	SGDID:S000000033, Chr I from 76427-79435, Genome Release 64-2-1, Verified ORF, "Translation initiation factor eIF5B; GTPase that promotes Met-tRNAiMet binding to ribosomes and ribosomal subunit joining; promotes GTP-dependent maturation of 18S rRNA by Nob1p; protein abundance increases in response to DNA replication stress; homolog of bacterial IF2"	2	0.4	0.4
YAL035W	FUN12	SGDID:S000000033, Chr I from 76427-79435, Genome Release 64-2-1, Verified ORF, "Translation initiation factor eIF5B; GTPase that promotes Met-tRNAiMet binding to ribosomes and ribosomal subunit joining; promotes GTP-dependent maturation of 18S rRNA by Nob1p; protein abundance increases in response to DNA replication stress; homolog of bacterial IF2"	2	0.4	0.4
YDR324C	UTP4	SGDID:S000002732, Chr IV from 1116763-1114433, Genome Release 64-2-1, reverse complement, Verified ORF, "Subunit of U3-containing 90S preribosome and SSU processome complexes; involved in production of 18S rRNA and assembly of small ribosomal subunit; member of t-Utp subcomplex involved with transcription of 35S rRNA transcript; Small Subunit processome is also known as SSU processome"	1	0.2	0.2
YDR324C	UTP4	SGDID:S000002732, Chr IV from 1116763-1114433, Genome Release 64-2-1, reverse complement, Verified ORF, "Subunit of U3-containing 90S preribosome and SSU processome complexes; involved in production of 18S rRNA and assembly of small ribosomal subunit; member of t-Utp subcomplex involved with transcription of 35S rRNA transcript; Small Subunit processome is also known as SSU processome"	1	0.2	0.2
YDR324C	UTP4	SGDID:S000002732, Chr IV from 1116763-1114433, Genome Release 64-2-1, reverse complement, Verified ORF, "Subunit of U3-containing 90S preribosome and SSU processome complexes; involved in production of 18S rRNA and assembly of small ribosomal subunit; member of t-Utp subcomplex involved with transcription of 35S rRNA transcript; Small Subunit processome is also known as SSU processome"	1	0.2	0.2
YGL078C	DBP3	SGDID:S000003046, Chr VII from 361859-360288, Genome Release 64-2-1, reverse complement, Verified ORF, "RNA-Dependent ATPase, member of DExD/H-box family; involved in cleavage of site A3 within the ITS1 spacer during rRNA processing; not essential for growth, but deletion causes severe slow-growth phenotype"	2	0.4	0.4
YGL078C	DBP3	SGDID:S000003046, Chr VII from 361859-360288, Genome Release 64-2-1, reverse complement, Verified ORF, "RNA-Dependent ATPase, member of DExD/H-box family; involved in cleavage of site A3 within the ITS1 spacer during rRNA processing; not essential for growth, but deletion causes severe slow-growth phenotype"	2	0.4	0.4
YGL078C	DBP3	SGDID:S000003046, Chr VII from 361859-360288, Genome Release 64-2-1, reverse complement, Verified ORF, "RNA-Dependent ATPase, member of DExD/H-box family; involved in cleavage of site A3 within the ITS1 spacer during rRNA processing; not essential for growth, but deletion causes severe slow-growth phenotype"	2	0.4	0.4
YPL218W	SAR1	SGDID:S000006139, Chr XVI from 138698-138725,138865-139409, Genome Release 64-2-1, Verified ORF, "GTPase, GTP-binding protein of the ARF family; component of COPII coat of vesicles; required for transport vesicle formation during ER to Golgi protein transport; lowers membrane rigidity helping in vesicle formation"	1	0.2	0.2
YPL218W	SAR1	SGDID:S000006139, Chr XVI from 138698-138725,138865-139409, Genome Release 64-2-1, Verified ORF, "GTPase, GTP-binding protein of the ARF family; component of COPII coat of vesicles; required for transport vesicle formation during ER to Golgi protein transport; lowers membrane rigidity helping in vesicle formation"	1	0.2	0.2
YPL218W	SAR1	SGDID:S000006139, Chr XVI from 138698-138725,138865-139409, Genome Release 64-2-1, Verified ORF, "GTPase, GTP-binding protein of the ARF family; component of COPII coat of vesicles; required for transport vesicle formation during ER to Golgi protein transport; lowers membrane rigidity helping in vesicle formation"	1	0.2	0.2
YPR145W	ASN1	SGDID:S000006349, Chr XVI from 822620-824338, Genome Release 64-2-1, Verified ORF, "Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog, ASN2, that arose from the whole genome duplication"	2	0.4	0.4
YPR145W	ASN1	SGDID:S000006349, Chr XVI from 822620-824338, Genome Release 64-2-1, Verified ORF, "Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog, ASN2, that arose from the whole genome duplication"	2	0.4	0.4
YPR145W	ASN1	SGDID:S000006349, Chr XVI from 822620-824338, Genome Release 64-2-1, Verified ORF, "Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog, ASN2, that arose from the whole genome duplication"	2	0.4	0.4
YMR189W	GCV2	SGDID:S000004801, Chr XIII from 637500-640604, Genome Release 64-2-1, Verified ORF, "P subunit of the mitochondrial glycine decarboxylase complex; glycine decarboxylase is required for the catabolism of glycine to 5,10-methylene-THF; expression is regulated by levels of 5,10-methylene-THF in the cytoplasm"	1	0.4	0.4
YMR189W	GCV2	SGDID:S000004801, Chr XIII from 637500-640604, Genome Release 64-2-1, Verified ORF, "P subunit of the mitochondrial glycine decarboxylase complex; glycine decarboxylase is required for the catabolism of glycine to 5,10-methylene-THF; expression is regulated by levels of 5,10-methylene-THF in the cytoplasm"	1	0.4	0.4
YMR189W	GCV2	SGDID:S000004801, Chr XIII from 637500-640604, Genome Release 64-2-1, Verified ORF, "P subunit of the mitochondrial glycine decarboxylase complex; glycine decarboxylase is required for the catabolism of glycine to 5,10-methylene-THF; expression is regulated by levels of 5,10-methylene-THF in the cytoplasm"	1	0.4	0.4
YGL195W	GCN1	SGDID:S000003163, Chr VII from 131525-139543, Genome Release 64-2-1, Verified ORF, "Positive regulator of the Gcn2p kinase activity; forms a complex with Gcn20p; proposed to stimulate Gcn2p activation by an uncharged tRNA"	2	0.6	0.6
YGL195W	GCN1	SGDID:S000003163, Chr VII from 131525-139543, Genome Release 64-2-1, Verified ORF, "Positive regulator of the Gcn2p kinase activity; forms a complex with Gcn20p; proposed to stimulate Gcn2p activation by an uncharged tRNA"	2	0.6	0.6
YGL195W	GCN1	SGDID:S000003163, Chr VII from 131525-139543, Genome Release 64-2-1, Verified ORF, "Positive regulator of the Gcn2p kinase activity; forms a complex with Gcn20p; proposed to stimulate Gcn2p activation by an uncharged tRNA"	2	0.6	0.6
YPR191W	QCR2	SGDID:S000006395, Chr XVI from 919381-920487, Genome Release 64-2-1, Verified ORF, "Subunit 2 of ubiquinol cytochrome-c reductase (Complex III); Complex III is a component of the mitochondrial inner membrane electron transport chain; phosphorylated; transcription is regulated by Hap1p, Hap2p/Hap3p, and heme"	2	0.6	1.6
YPR191W	QCR2	SGDID:S000006395, Chr XVI from 919381-920487, Genome Release 64-2-1, Verified ORF, "Subunit 2 of ubiquinol cytochrome-c reductase (Complex III); Complex III is a component of the mitochondrial inner membrane electron transport chain; phosphorylated; transcription is regulated by Hap1p, Hap2p/Hap3p, and heme"	2	0.6	1.6
YPR191W	QCR2	SGDID:S000006395, Chr XVI from 919381-920487, Genome Release 64-2-1, Verified ORF, "Subunit 2 of ubiquinol cytochrome-c reductase (Complex III); Complex III is a component of the mitochondrial inner membrane electron transport chain; phosphorylated; transcription is regulated by Hap1p, Hap2p/Hap3p, and heme"	2	0.6	1.6
YHL011C	PRS3	SGDID:S000001003, Chr VIII from 81616-80654, Genome Release 64-2-1, reverse complement, Verified ORF, "5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase; synthesizes PRPP, which is required for nucleotide, histidine, and tryptophan biosynthesis; one of five related enzymes, which are active as heteromultimeric complexes"	1	0.2	0.2
YHL011C	PRS3	SGDID:S000001003, Chr VIII from 81616-80654, Genome Release 64-2-1, reverse complement, Verified ORF, "5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase; synthesizes PRPP, which is required for nucleotide, histidine, and tryptophan biosynthesis; one of five related enzymes, which are active as heteromultimeric complexes"	1	0.2	0.2
YHL011C	PRS3	SGDID:S000001003, Chr VIII from 81616-80654, Genome Release 64-2-1, reverse complement, Verified ORF, "5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase; synthesizes PRPP, which is required for nucleotide, histidine, and tryptophan biosynthesis; one of five related enzymes, which are active as heteromultimeric complexes"	1	0.2	0.2
YOR335C	ALA1	SGDID:S000005862, Chr XV from 949109-946233, Genome Release 64-2-1, reverse complement, Verified ORF, "Cytoplasmic and mitochondrial alanyl-tRNA synthetase; required for protein synthesis; point mutation (cdc64-1 allele) causes cell cycle arrest at G1; lethality of null mutation is functionally complemented by human homolog AARS; mutations in human homolog AARS are associated with autoimmune disease polymyositis/dermatomyositis"	1	0.2	0.2
YOR335C	ALA1	SGDID:S000005862, Chr XV from 949109-946233, Genome Release 64-2-1, reverse complement, Verified ORF, "Cytoplasmic and mitochondrial alanyl-tRNA synthetase; required for protein synthesis; point mutation (cdc64-1 allele) causes cell cycle arrest at G1; lethality of null mutation is functionally complemented by human homolog AARS; mutations in human homolog AARS are associated with autoimmune disease polymyositis/dermatomyositis"	1	0.2	0.2
YOR335C	ALA1	SGDID:S000005862, Chr XV from 949109-946233, Genome Release 64-2-1, reverse complement, Verified ORF, "Cytoplasmic and mitochondrial alanyl-tRNA synthetase; required for protein synthesis; point mutation (cdc64-1 allele) causes cell cycle arrest at G1; lethality of null mutation is functionally complemented by human homolog AARS; mutations in human homolog AARS are associated with autoimmune disease polymyositis/dermatomyositis"	1	0.2	0.2
YGR157W	CHO2	SGDID:S000003389, Chr VII from 802440-805049, Genome Release 64-2-1, Verified ORF, "Phosphatidylethanolamine methyltransferase (PEMT); catalyzes the first step in the conversion of phosphatidylethanolamine to phosphatidylcholine during the methylation pathway of phosphatidylcholine biosynthesis"	2	0.6	0.6
YGR157W	CHO2	SGDID:S000003389, Chr VII from 802440-805049, Genome Release 64-2-1, Verified ORF, "Phosphatidylethanolamine methyltransferase (PEMT); catalyzes the first step in the conversion of phosphatidylethanolamine to phosphatidylcholine during the methylation pathway of phosphatidylcholine biosynthesis"	2	0.6	0.6
